Car ID,Brand,Year,Engine Size,Fuel Type,Transmission,Mileage,Condition,Price,Model
2147,BMW,2003,3.0,Electric,Manual,224090,Like New,23960.81,5 Series
2148,BMW,2008,4.0,Electric,Manual,229602,Like New,6929.49,X3
2149,Audi,2021,3.2,Electric,Manual,103976,New,58403.72,A4
2150,Audi,2023,4.7,Diesel,Manual,155183,Used,49201.46,A3
2151,Tesla,2022,2.1,Electric,Automatic,113566,New,67389.46,Model X
2152,Audi,2001,1.3,Hybrid,Manual,257443,New,18936.55,A3
2153,Ford,2018,2.5,Electric,Automatic,119968,New,84887.86,Focus
2154,BMW,2000,3.4,Electric,Manual,61600,Like New,18891.04,X5
2155,Mercedes,2006,1.8,Electric,Automatic,50022,New,89677.64,GLA
2156,Ford,2016,2.8,Petrol,Manual,134271,New,47704.51,Focus
2157,Toyota,2002,3.0,Hybrid,Manual,123323,New,57231.5,Prius
2158,Audi,2019,1.3,Hybrid,Automatic,186110,Used,90175.23,A3
2159,Ford,2019,3.9,Diesel,Manual,120278,Used,33491.74,Explorer
2160,Ford,2020,5.4,Diesel,Automatic,270041,Used,22273.56,Explorer
2161,Toyota,2002,1.8,Electric,Manual,64541,Used,47346.4,Corolla
2162,Honda,2002,4.0,Petrol,Manual,106968,Like New,28214.89,CR-V
2163,BMW,2016,4.3,Diesel,Automatic,14892,Like New,55145.17,5 Series
2164,Mercedes,2006,3.1,Diesel,Manual,24815,New,31149.5,GLC
2165,Tesla,2013,4.5,Electric,Automatic,278411,Like New,87126.51,Model X
2166,Honda,2016,3.1,Electric,Manual,280412,Used,62695.84,Civic
2167,Audi,2017,3.5,Diesel,Manual,114463,New,5022.86,A3
2168,Ford,2012,1.0,Diesel,Manual,190732,New,81520.0,Fiesta
2169,Toyota,2019,4.5,Hybrid,Manual,196599,Used,36370.17,Prius
2170,Toyota,2019,4.3,Petrol,Manual,194451,Used,35419.76,Camry
2171,BMW,2020,1.2,Hybrid,Manual,172343,Used,41390.97,5 Series
2172,Honda,2017,2.8,Diesel,Manual,138307,Like New,64874.94,Fit
2173,Tesla,2003,5.9,Hybrid,Automatic,88757,New,46995.77,Model S
2174,BMW,2000,3.1,Hybrid,Manual,296753,Used,64720.38,3 Series
2175,Ford,2017,3.5,Diesel,Manual,254200,New,18944.17,Fiesta
2176,BMW,2000,5.5,Electric,Manual,23645,New,97165.62,5 Series
2177,Mercedes,2012,4.6,Diesel,Automatic,195630,Like New,74312.6,GLC
2178,Toyota,2019,3.9,Electric,Automatic,154473,New,28769.68,Prius
2179,Toyota,2019,5.0,Diesel,Manual,269915,Used,73796.14,Camry
2180,Audi,2022,5.3,Diesel,Manual,151460,Used,59627.42,Q5
2181,Audi,2009,3.3,Diesel,Manual,83251,New,15372.95,A3
2182,Tesla,2010,3.4,Petrol,Automatic,57042,New,21928.66,Model 3
2183,Ford,2008,2.9,Electric,Manual,196945,Like New,8924.27,Fiesta
2184,Mercedes,2008,5.8,Petrol,Automatic,47024,Used,81877.62,GLC
2185,Honda,2004,4.5,Diesel,Manual,154522,Used,57411.95,CR-V
2186,BMW,2000,1.4,Hybrid,Automatic,56965,New,35091.12,X3
2187,Tesla,2016,5.3,Petrol,Automatic,272201,New,17002.77,Model X
2188,Ford,2021,3.4,Electric,Manual,224321,New,50984.36,Fiesta
2189,Audi,2001,1.3,Diesel,Manual,271127,Used,54899.83,A4
2190,BMW,2023,3.7,Petrol,Manual,19995,New,71685.11,3 Series
2191,Audi,2012,3.1,Hybrid,Manual,114587,Like New,97144.03,Q5
2192,BMW,2008,5.4,Petrol,Manual,233076,Like New,46319.83,X5
2193,Honda,2003,2.0,Electric,Manual,222700,New,43573.25,Accord
2194,Ford,2004,5.1,Petrol,Manual,38886,Like New,40143.35,Focus
2195,BMW,2010,3.8,Hybrid,Automatic,95149,Like New,83557.77,X3
2196,Mercedes,2023,1.3,Hybrid,Manual,94020,Like New,19850.14,C-Class
2197,Tesla,2018,5.9,Electric,Manual,2673,Like New,37662.23,Model Y
2198,Toyota,2020,3.6,Hybrid,Automatic,23466,Like New,73872.23,Corolla
2199,Mercedes,2002,2.5,Diesel,Manual,237626,Used,6491.02,GLA
2200,Mercedes,2011,3.3,Hybrid,Manual,50406,New,32491.17,C-Class
2201,Tesla,2018,5.3,Diesel,Manual,69284,Like New,65937.48,Model X
2202,Toyota,2018,2.5,Petrol,Manual,235718,New,22665.45,Corolla
2203,Mercedes,2012,2.0,Diesel,Automatic,13665,Like New,33757.5,GLC
2204,BMW,2006,1.6,Diesel,Automatic,20641,Used,51174.28,X3
2205,BMW,2014,2.5,Petrol,Manual,35797,Used,45092.24,X5
2206,BMW,2022,4.9,Hybrid,Manual,215838,Like New,15072.58,5 Series
2207,Toyota,2006,3.4,Diesel,Automatic,102339,Like New,94132.36,RAV4
2208,Mercedes,2007,2.1,Hybrid,Manual,113431,Like New,9207.81,C-Class
2209,Toyota,2004,1.8,Petrol,Automatic,232275,Used,76225.56,Prius
2210,BMW,2020,2.7,Electric,Automatic,283317,Used,11785.16,X3
2211,Tesla,2013,5.7,Hybrid,Automatic,144294,New,49393.1,Model X
2212,Mercedes,2003,2.7,Hybrid,Manual,181136,Used,21664.07,C-Class
2213,Mercedes,2022,5.9,Electric,Manual,168082,Like New,18404.29,GLA
2214,Audi,2009,3.4,Electric,Manual,253301,New,16960.31,Q5
2215,Audi,2019,1.9,Petrol,Automatic,18095,Used,48014.73,A3
2216,Honda,2014,5.5,Hybrid,Manual,123554,Used,53971.07,Accord
2217,Ford,2017,3.3,Hybrid,Manual,234989,Like New,17671.53,Explorer
2218,Audi,2019,4.5,Petrol,Automatic,89023,New,98042.59,Q7
2219,Toyota,2012,5.9,Hybrid,Manual,107181,Used,29487.76,Corolla
2220,Audi,2007,1.3,Diesel,Manual,222310,Used,48589.93,A3
2221,Honda,2008,1.5,Diesel,Manual,282744,Like New,25545.61,CR-V
2222,Mercedes,2015,4.6,Diesel,Automatic,264610,New,51922.65,GLA
2223,Honda,2018,2.4,Hybrid,Manual,256349,New,76821.58,Civic
2224,Mercedes,2015,1.9,Diesel,Automatic,176169,New,54504.69,E-Class
2225,Tesla,2006,1.2,Diesel,Automatic,53276,New,32136.64,Model X
2226,Tesla,2013,1.1,Petrol,Automatic,269072,Like New,28597.68,Model 3
2227,Mercedes,2013,4.9,Petrol,Manual,205719,Used,77098.77,C-Class
2228,Ford,2003,1.7,Electric,Manual,171960,Used,16232.63,Explorer
2229,Audi,2014,3.3,Electric,Manual,226097,New,40146.82,Q7
2230,Toyota,2002,4.0,Electric,Automatic,174904,New,19390.86,Prius
2231,Toyota,2004,3.1,Electric,Automatic,116196,New,29507.7,Camry
2232,BMW,2000,1.1,Petrol,Manual,9404,Used,19504.91,X5
2233,Mercedes,2002,4.9,Petrol,Automatic,209190,Used,89243.39,E-Class
2234,Toyota,2014,1.1,Petrol,Manual,113187,New,74530.9,Prius
2235,Ford,2023,4.8,Diesel,Manual,27684,Like New,58288.09,Fiesta
2236,Mercedes,2007,5.5,Diesel,Manual,68591,Used,26320.4,GLA
2237,Ford,2003,3.2,Electric,Manual,208794,Used,53471.55,Fiesta
2238,Toyota,2001,3.7,Diesel,Manual,264826,New,54479.15,RAV4
2239,Toyota,2023,3.4,Hybrid,Manual,111186,Like New,61088.35,Corolla
2240,BMW,2023,2.9,Petrol,Manual,243181,New,10708.09,3 Series
2241,Toyota,2009,5.4,Electric,Automatic,21832,New,97425.69,Prius
2242,Mercedes,2003,5.5,Electric,Manual,16997,Like New,49216.7,GLC
2243,Tesla,2002,2.7,Hybrid,Automatic,296784,Like New,93020.52,Model Y
2244,Mercedes,2001,4.1,Diesel,Automatic,40491,Like New,5931.77,E-Class
2245,Mercedes,2016,5.6,Electric,Manual,63043,Used,28518.05,E-Class
2246,BMW,2022,5.8,Diesel,Automatic,128568,New,14879.58,3 Series
2247,BMW,2020,3.5,Diesel,Automatic,72725,Used,78113.54,3 Series
2248,Toyota,2023,3.3,Hybrid,Automatic,128131,Like New,35411.88,RAV4
2249,Honda,2019,2.4,Electric,Manual,45520,Used,84846.79,Fit
2250,Honda,2022,5.8,Diesel,Manual,109869,Like New,84076.61,Civic
2251,BMW,2012,1.7,Diesel,Manual,64442,Like New,68440.51,5 Series
2252,Toyota,2004,3.9,Hybrid,Manual,261025,New,68249.27,Camry
2253,Honda,2020,2.4,Hybrid,Manual,152842,New,71515.17,CR-V
2254,Toyota,2008,2.4,Diesel,Automatic,178570,New,69007.56,Corolla
2255,Toyota,2021,3.0,Hybrid,Automatic,123447,Used,41756.29,RAV4
2256,Toyota,2005,6.0,Diesel,Manual,61477,New,69868.63,Corolla
2257,Audi,2004,1.3,Electric,Automatic,244,Like New,90253.66,Q7
2258,Mercedes,2009,3.9,Petrol,Automatic,177561,New,36594.48,GLA
2259,Toyota,2007,1.4,Hybrid,Automatic,290534,Used,94764.46,Camry
2260,Audi,2006,1.8,Petrol,Automatic,10247,New,6290.25,Q7
2261,BMW,2006,3.2,Diesel,Manual,200123,New,38162.84,3 Series
2262,Honda,2005,3.6,Diesel,Manual,190791,New,17549.35,Accord
2263,Mercedes,2020,2.3,Diesel,Manual,207358,Used,17028.88,GLA
2264,Tesla,2019,2.6,Petrol,Automatic,291727,Like New,82465.8,Model S
2265,Honda,2002,1.4,Diesel,Automatic,139148,Like New,92244.99,Accord
2266,Mercedes,2018,2.5,Hybrid,Manual,146123,Like New,78887.03,E-Class
2267,Tesla,2021,5.8,Electric,Manual,28670,New,97778.49,Model Y
2268,Honda,2014,5.7,Electric,Automatic,10236,New,25551.25,Civic
2269,Mercedes,2003,2.7,Hybrid,Manual,35568,Used,18375.99,E-Class
2270,Honda,2011,3.9,Electric,Manual,107327,Like New,54466.86,Accord
2271,Honda,2005,5.5,Petrol,Automatic,255745,New,83758.57,Fit
2272,Tesla,2018,1.0,Diesel,Automatic,278496,New,8784.71,Model Y
2273,Honda,2003,5.1,Diesel,Manual,125721,New,99578.74,CR-V
2274,Honda,2014,5.7,Diesel,Automatic,259291,Used,62213.36,CR-V
2275,Tesla,2008,1.5,Petrol,Manual,156228,Like New,97999.47,Model 3
2276,BMW,2004,1.8,Petrol,Automatic,55904,Used,39682.76,X3
2277,Toyota,2012,5.8,Petrol,Automatic,278252,Like New,48512.26,Camry
2278,Ford,2022,3.7,Hybrid,Manual,264997,Like New,76474.34,Fiesta
2279,Audi,2017,1.1,Petrol,Automatic,266320,New,80306.54,A4
2280,Ford,2004,2.3,Electric,Manual,100459,New,27138.14,Explorer
2281,Ford,2015,3.2,Hybrid,Automatic,185922,New,93331.1,Mustang
2282,Mercedes,2018,4.5,Hybrid,Manual,137901,New,87405.2,E-Class
2283,Toyota,2013,4.7,Hybrid,Automatic,123225,New,6729.5,RAV4
2284,Mercedes,2015,6.0,Petrol,Automatic,235847,Like New,17213.97,GLA
2285,Toyota,2014,2.4,Hybrid,Manual,221738,New,52129.23,Corolla
2286,Tesla,2021,3.7,Petrol,Automatic,110893,New,48790.77,Model S
2287,Tesla,2003,3.7,Petrol,Manual,242726,Used,72297.13,Model X
2288,Toyota,2006,3.0,Hybrid,Automatic,196914,Used,13522.58,Camry
2289,Honda,2015,1.8,Diesel,Automatic,181880,Like New,66261.25,Civic
2290,BMW,2023,5.9,Diesel,Manual,6611,Like New,63555.14,3 Series
2291,Honda,2021,5.3,Hybrid,Automatic,247524,Used,27193.86,CR-V
2292,BMW,2020,3.5,Diesel,Automatic,295187,Used,56527.43,X3
2293,Mercedes,2021,4.0,Electric,Manual,136343,New,26109.68,E-Class
2294,BMW,2020,2.1,Electric,Automatic,190191,New,18957.69,X3
2295,Mercedes,2007,3.7,Petrol,Manual,142645,Like New,59447.82,GLA
2296,Tesla,2016,4.5,Diesel,Manual,152481,Used,97860.06,Model Y
2297,Ford,2015,3.6,Electric,Manual,286608,Like New,27508.67,Mustang
2298,Tesla,2022,6.0,Hybrid,Automatic,249220,New,38756.93,Model 3
2299,Tesla,2009,4.1,Diesel,Automatic,118523,Like New,29374.46,Model 3
2300,Ford,2009,2.9,Electric,Manual,20662,Like New,30313.68,Explorer
2301,BMW,2001,4.9,Electric,Automatic,280372,Like New,43398.25,X3
2302,BMW,2008,1.9,Hybrid,Manual,60721,New,71676.27,3 Series
2303,Mercedes,2016,2.9,Petrol,Automatic,138458,Like New,8686.43,GLC
2304,Honda,2010,2.7,Hybrid,Manual,269006,New,95926.8,Fit
2305,Mercedes,2009,3.2,Petrol,Manual,40108,Used,9396.59,C-Class
2306,Honda,2021,4.9,Electric,Automatic,91788,Like New,88719.05,Civic
2307,Tesla,2016,3.4,Petrol,Manual,244437,Like New,89965.92,Model Y
2308,Ford,2003,5.0,Electric,Manual,237011,New,54826.47,Focus
2309,Tesla,2015,3.9,Electric,Automatic,158273,Like New,18014.7,Model S
2310,Toyota,2019,2.7,Diesel,Manual,49966,New,58688.87,Camry
2311,BMW,2014,5.0,Petrol,Manual,185846,Like New,64720.06,3 Series
2312,Honda,2020,2.2,Petrol,Automatic,272530,Used,86487.1,Accord
2313,Mercedes,2004,2.1,Petrol,Manual,77228,Used,57335.06,C-Class
2314,Ford,2005,3.5,Hybrid,Manual,146297,Used,44017.39,Focus
2315,Honda,2016,2.3,Diesel,Manual,43021,Like New,84637.66,Fit
2316,Mercedes,2000,1.0,Diesel,Manual,149333,Like New,98190.42,E-Class
2317,BMW,2018,4.2,Diesel,Manual,252646,Used,66284.8,X5
2318,Tesla,2003,3.6,Hybrid,Manual,86755,Used,88066.77,Model Y
2319,BMW,2016,3.2,Petrol,Manual,66330,New,61879.84,3 Series
2320,Audi,2008,5.8,Petrol,Manual,178438,New,70529.86,A3
2321,Toyota,2023,3.9,Petrol,Automatic,45313,Used,70375.88,Prius
2322,Audi,2001,5.3,Diesel,Manual,234729,Used,71954.76,Q5
2323,Ford,2007,1.7,Diesel,Manual,232783,Like New,35496.28,Focus
2324,Honda,2014,3.8,Electric,Automatic,289176,Used,59687.83,Civic
2325,Ford,2006,5.3,Hybrid,Manual,148430,New,61442.88,Focus
2326,Tesla,2005,3.9,Hybrid,Manual,28365,New,34931.8,Model Y
2327,Mercedes,2000,4.6,Diesel,Manual,275333,New,38235.97,GLC
2328,BMW,2014,2.9,Electric,Manual,7248,New,77413.44,3 Series
2329,Audi,2022,1.5,Petrol,Manual,4369,New,60358.76,Q7
2330,Audi,2006,3.3,Diesel,Manual,290749,New,19175.06,A3
2331,Tesla,2016,3.0,Hybrid,Automatic,171955,Used,84575.51,Model X
2332,Audi,2001,5.3,Hybrid,Automatic,33055,New,88895.86,Q5
2333,Tesla,2008,2.2,Hybrid,Automatic,199803,New,49283.41,Model 3
2334,Ford,2008,5.8,Petrol,Automatic,269594,New,24846.21,Focus
2335,BMW,2012,5.8,Hybrid,Automatic,133997,New,95022.62,5 Series
2336,Honda,2005,2.2,Petrol,Manual,50272,Used,88815.61,Civic
2337,Mercedes,2005,2.7,Petrol,Manual,5310,Like New,28216.27,GLA
2338,Honda,2019,5.5,Petrol,Manual,31817,Like New,14081.4,Fit
2339,Ford,2019,5.8,Diesel,Manual,215888,Like New,46862.09,Mustang
2340,Mercedes,2020,3.2,Petrol,Manual,82641,Like New,69257.71,C-Class
2341,Audi,2002,2.6,Electric,Automatic,215155,New,21661.92,Q7
2342,Toyota,2016,3.6,Hybrid,Automatic,207382,Like New,53755.2,Corolla
2343,Ford,2016,4.4,Diesel,Manual,15457,Like New,45414.47,Explorer
2344,Ford,2011,2.4,Hybrid,Manual,42311,Used,89602.36,Mustang
2345,BMW,2015,4.7,Petrol,Manual,151958,Used,45808.83,X5
2346,Honda,2014,1.3,Diesel,Automatic,123573,Used,55708.76,Accord
2347,Ford,2012,1.2,Electric,Automatic,298325,New,95752.19,Fiesta
2348,Ford,2022,2.9,Petrol,Manual,164334,New,33470.72,Focus
2349,Audi,2000,2.8,Hybrid,Automatic,263272,New,32454.14,A3
2350,Audi,2016,2.6,Electric,Manual,79522,Used,80961.53,A3
2351,Mercedes,2002,3.5,Petrol,Automatic,163394,Like New,31366.2,E-Class
2352,Tesla,2014,2.6,Electric,Automatic,48929,Used,84027.26,Model 3
2353,Tesla,2003,2.0,Petrol,Manual,81696,New,14075.88,Model 3
2354,Toyota,2003,2.5,Diesel,Automatic,271952,Used,15569.82,Corolla
2355,Tesla,2017,5.9,Petrol,Automatic,95148,Like New,90625.72,Model X
2356,BMW,2016,3.1,Diesel,Manual,283869,New,56377.17,5 Series
2357,Toyota,2018,3.2,Petrol,Automatic,220026,Like New,73287.36,Camry
2358,Mercedes,2010,3.9,Petrol,Manual,83576,Like New,26402.44,C-Class
2359,Audi,2019,5.9,Hybrid,Automatic,20557,New,20796.06,A4
2360,Tesla,2002,2.2,Electric,Manual,21825,Like New,84320.65,Model Y
2361,Honda,2007,4.4,Electric,Manual,271142,Used,39069.22,Fit
2362,Audi,2013,4.6,Electric,Automatic,36080,Like New,48228.1,A3
2363,BMW,2000,4.0,Petrol,Automatic,258815,Like New,7657.33,X5
2364,Audi,2013,1.4,Petrol,Manual,188869,Like New,41658.67,Q5
2365,BMW,2001,4.4,Petrol,Automatic,146874,Used,78191.59,5 Series
2366,BMW,2022,1.3,Diesel,Automatic,42407,Like New,83021.14,3 Series
2367,BMW,2003,4.0,Diesel,Automatic,120283,Like New,71381.7,X5
2368,Mercedes,2023,4.7,Hybrid,Manual,13338,Used,70757.07,GLC
2369,BMW,2018,2.1,Petrol,Manual,76289,New,53092.73,X5
2370,BMW,2005,5.2,Electric,Manual,149967,New,56141.29,X3
2371,Honda,2000,1.2,Electric,Automatic,178982,New,75550.02,CR-V
2372,Toyota,2016,5.2,Hybrid,Automatic,109367,Like New,28493.67,Camry
2373,Ford,2007,3.3,Electric,Manual,117486,New,26994.12,Fiesta
2374,Toyota,2018,2.1,Hybrid,Manual,214209,Used,95242.86,Corolla
2375,BMW,2020,1.7,Petrol,Automatic,256055,Like New,7630.54,3 Series
2376,Honda,2000,5.8,Electric,Automatic,136421,Like New,18249.22,Fit
2377,Audi,2004,1.4,Petrol,Automatic,153535,Like New,59181.58,Q5
2378,Honda,2015,2.0,Diesel,Automatic,74935,New,75094.31,Fit
2379,BMW,2005,2.7,Electric,Manual,189864,New,56099.65,X3
2380,Honda,2007,4.1,Diesel,Automatic,275830,New,38731.08,Civic
2381,Tesla,2012,3.7,Electric,Automatic,63528,Like New,97907.73,Model S
2382,Honda,2015,1.6,Petrol,Manual,99811,Used,71866.01,Fit
2383,BMW,2002,2.4,Hybrid,Manual,284931,Like New,83982.13,3 Series
2384,Mercedes,2018,2.2,Petrol,Automatic,188499,Used,8823.45,E-Class
2385,Tesla,2011,2.1,Petrol,Manual,260141,Like New,27412.41,Model S
2386,Honda,2015,3.1,Petrol,Automatic,104887,Used,40546.25,Accord
2387,Ford,2010,4.5,Electric,Automatic,61086,Like New,22347.13,Mustang
2388,Ford,2009,2.1,Hybrid,Manual,255494,Like New,11925.43,Focus
2389,Honda,2019,2.8,Diesel,Manual,63308,Used,26383.71,CR-V
2390,Mercedes,2003,3.0,Petrol,Automatic,277941,Used,55695.38,E-Class
2391,Audi,2011,5.9,Electric,Manual,267446,Used,71095.8,Q7
2392,BMW,2022,5.8,Diesel,Automatic,38059,Used,78531.99,X3
2393,Ford,2001,5.0,Petrol,Automatic,131980,Used,9078.93,Explorer
2394,Audi,2023,2.2,Diesel,Automatic,191324,Used,45658.69,Q7
2395,Honda,2021,1.3,Petrol,Manual,143949,Used,16610.1,Accord
2396,Audi,2018,2.6,Diesel,Automatic,276383,Used,45964.04,Q7
2397,Tesla,2004,2.3,Diesel,Automatic,27313,Like New,46227.71,Model Y
2398,Toyota,2007,3.5,Hybrid,Automatic,42103,Used,52330.11,RAV4
2399,Ford,2006,4.9,Hybrid,Manual,179480,Used,89818.91,Focus
2400,Honda,2013,5.3,Petrol,Automatic,88771,Like New,81484.07,CR-V
2401,BMW,2023,5.2,Electric,Automatic,126228,Like New,65488.48,X3
2402,Mercedes,2022,2.8,Hybrid,Automatic,91665,New,89113.7,C-Class
2403,Tesla,2002,4.4,Diesel,Manual,272678,New,69454.52,Model X
2404,Honda,2017,2.6,Hybrid,Automatic,279333,Used,82791.22,CR-V
2405,BMW,2015,1.3,Hybrid,Automatic,86067,Used,58558.94,5 Series
2406,Mercedes,2022,4.5,Petrol,Manual,273111,New,54895.73,C-Class
2407,Mercedes,2018,1.0,Hybrid,Manual,213063,New,73789.24,GLC
2408,Honda,2018,3.0,Hybrid,Automatic,270804,Used,6870.48,Fit
2409,Tesla,2017,2.6,Diesel,Automatic,129909,New,70585.87,Model 3
2410,Audi,2019,4.5,Hybrid,Automatic,140688,Used,93779.23,A4
2411,Audi,2015,4.8,Diesel,Manual,75976,Like New,72824.5,A4
2412,Mercedes,2007,2.5,Hybrid,Manual,233208,Like New,8495.4,C-Class
2413,Audi,2000,5.1,Hybrid,Automatic,179810,New,40899.14,A3
2414,Toyota,2016,2.5,Electric,Manual,275251,Like New,81910.22,Corolla
2415,Mercedes,2011,3.2,Hybrid,Automatic,192476,Like New,96067.81,E-Class
2416,Mercedes,2020,4.6,Diesel,Automatic,94182,Like New,40165.52,C-Class
2417,BMW,2010,4.5,Diesel,Manual,243153,Like New,84913.44,5 Series
2418,Audi,2004,5.9,Petrol,Automatic,278098,Used,87061.94,Q5
2419,Tesla,2011,2.1,Petrol,Manual,279087,Used,16712.21,Model X
2420,Mercedes,2016,4.3,Electric,Manual,40725,New,85349.9,C-Class
2421,Tesla,2005,4.0,Diesel,Automatic,10110,Like New,35803.74,Model X
2422,Toyota,2000,5.6,Diesel,Manual,278606,Like New,61357.58,Corolla
2423,BMW,2004,1.8,Diesel,Automatic,185153,Like New,56201.4,X5
2424,Honda,2013,4.8,Electric,Manual,66567,New,67990.12,CR-V
2425,Tesla,2004,3.8,Diesel,Automatic,182296,Used,75344.14,Model 3
2426,Mercedes,2021,2.4,Petrol,Automatic,113394,Like New,46883.7,E-Class
2427,Toyota,2023,3.4,Electric,Automatic,148940,Used,89389.53,RAV4
2428,Ford,2000,2.7,Petrol,Manual,22222,New,81902.35,Explorer
2429,Toyota,2017,3.9,Petrol,Automatic,79794,Used,79615.0,Corolla
2430,Toyota,2015,5.4,Electric,Manual,63924,Like New,48533.45,Corolla
2431,BMW,2008,3.8,Hybrid,Manual,99854,Used,8569.42,3 Series
2432,Honda,2018,4.2,Hybrid,Manual,260038,Used,51764.36,Civic
2433,Ford,2021,3.6,Petrol,Manual,243815,New,90352.33,Mustang
2434,Audi,2004,1.3,Hybrid,Manual,233127,New,23092.76,A3
2435,Audi,2001,2.2,Diesel,Automatic,141295,New,98346.28,Q7
2436,Tesla,2014,3.5,Electric,Manual,179238,New,81730.61,Model Y
2437,Toyota,2006,2.6,Petrol,Automatic,39369,Used,72433.83,Camry
2438,BMW,2003,1.9,Diesel,Automatic,274805,Used,69330.2,3 Series
2439,BMW,2000,3.5,Hybrid,Manual,146663,New,60767.46,X5
2440,Audi,2012,2.6,Diesel,Automatic,186307,New,73463.68,A3
2441,Tesla,2019,2.3,Hybrid,Automatic,270114,Like New,45081.03,Model X
2442,Tesla,2021,3.3,Petrol,Manual,47922,Like New,85302.37,Model Y
2443,Tesla,2006,1.7,Diesel,Automatic,292899,New,71152.87,Model S
2444,Ford,2014,5.6,Electric,Manual,120926,Used,78269.05,Explorer
2445,Honda,2022,5.3,Petrol,Manual,19416,New,80286.31,Civic
2446,Ford,2013,4.5,Diesel,Manual,13672,Used,13746.65,Explorer
2447,Mercedes,2022,1.5,Diesel,Automatic,128145,Used,10285.87,GLA
2448,Mercedes,2018,4.9,Hybrid,Automatic,178068,Like New,81093.66,C-Class
2449,Honda,2021,5.0,Petrol,Automatic,64,New,29641.48,Accord
2450,Audi,2023,4.8,Petrol,Automatic,68835,New,60287.13,A3
2451,Honda,2019,1.6,Petrol,Manual,201457,Used,47152.53,CR-V
2452,BMW,2023,4.2,Petrol,Manual,247795,New,7093.72,X3
2453,Mercedes,2017,5.2,Hybrid,Automatic,116916,Like New,8826.72,C-Class
2454,Toyota,2009,3.9,Electric,Manual,195346,Like New,83576.9,Corolla
2455,Toyota,2008,4.2,Petrol,Automatic,273010,New,62729.37,Prius
2456,Audi,2007,3.3,Hybrid,Manual,3889,New,54765.09,Q7
2457,BMW,2009,3.6,Electric,Manual,118194,Like New,94713.45,5 Series
2458,Ford,2016,1.2,Electric,Manual,124714,New,21445.93,Explorer
2459,BMW,2001,4.2,Hybrid,Manual,31335,Used,29507.23,5 Series
2460,Toyota,2005,1.4,Petrol,Manual,50547,New,76890.21,Corolla
2461,Toyota,2004,3.2,Electric,Automatic,157234,Used,78647.35,Prius
2462,Mercedes,2008,2.5,Petrol,Automatic,220521,New,43465.23,E-Class
2463,BMW,2004,3.7,Petrol,Manual,155759,New,95342.95,X3
2464,BMW,2017,1.7,Diesel,Automatic,273139,Like New,94134.18,3 Series
2465,Toyota,2019,4.5,Petrol,Manual,2631,Used,6178.92,Prius
2466,Ford,2008,5.0,Diesel,Manual,137039,Like New,21371.15,Explorer
2467,Audi,2016,1.8,Electric,Manual,64471,New,82920.85,Q7
2468,Tesla,2016,1.5,Hybrid,Manual,299260,Like New,36845.59,Model Y
2469,Audi,2011,1.7,Diesel,Automatic,133014,New,14068.95,Q7
2470,BMW,2006,5.4,Hybrid,Manual,47664,New,79574.92,X3
2471,Audi,2002,3.6,Electric,Automatic,159141,New,48185.43,Q7
2472,Toyota,2009,3.3,Petrol,Manual,87342,Used,51779.02,Corolla
2473,Toyota,2001,1.5,Electric,Manual,14407,Used,22705.09,Prius
2474,BMW,2002,4.2,Hybrid,Automatic,113926,Used,67785.03,X3
2475,BMW,2015,5.3,Electric,Manual,213053,Like New,57367.93,X3
2476,Tesla,2001,5.1,Petrol,Manual,17878,New,24633.93,Model X
2477,Tesla,2023,4.1,Electric,Automatic,83100,Like New,37331.49,Model X
2478,Mercedes,2009,1.4,Petrol,Automatic,223059,Like New,61703.53,GLC
2479,BMW,2005,1.6,Diesel,Automatic,43168,New,92862.86,X3
2480,Ford,2021,1.2,Hybrid,Manual,250396,Like New,92435.75,Focus
2481,Audi,2010,2.3,Petrol,Manual,250481,New,32351.06,A4
2482,BMW,2022,1.7,Petrol,Automatic,28004,New,74883.99,3 Series
2483,Honda,2006,2.3,Electric,Automatic,282615,New,78674.31,Civic
2484,Mercedes,2014,2.9,Diesel,Manual,91820,New,81838.19,GLA
2485,Honda,2005,5.7,Petrol,Manual,191239,Like New,59222.42,Civic
2486,Toyota,2019,4.1,Diesel,Automatic,102229,Like New,5998.26,Prius
2487,Tesla,2008,5.2,Diesel,Automatic,14568,Like New,77359.25,Model 3
2488,Audi,2021,4.6,Electric,Automatic,9466,Used,15126.76,A3
2489,BMW,2019,1.6,Petrol,Automatic,222129,Like New,16102.78,X3
2490,Honda,2011,4.7,Electric,Manual,57324,Like New,62534.36,Fit
2491,Audi,2018,2.4,Hybrid,Manual,146539,Used,98434.45,Q5
2492,Toyota,2019,4.2,Hybrid,Manual,75955,New,28041.25,Prius
2493,Tesla,2002,2.7,Petrol,Manual,147748,New,66352.03,Model X
2494,Ford,2014,6.0,Diesel,Automatic,94791,New,33847.1,Focus
2495,Mercedes,2001,2.3,Petrol,Manual,162586,Used,90378.98,E-Class
2496,Audi,2020,2.4,Petrol,Automatic,22650,Like New,61384.1,Q5
2497,Audi,2001,5.7,Hybrid,Manual,77701,Like New,24710.35,A3
2498,Ford,2021,1.1,Hybrid,Manual,272827,Like New,29902.45,Fiesta
2499,Audi,2002,4.5,Diesel,Manual,229164,Like New,46085.67,Q5
2500,Toyota,2005,4.6,Diesel,Automatic,80978,Used,16594.14,RAV4
